Target,TCGA_E2_A10E_01A_21R_A10J_07,TCGA_D8_A1JB_01A_11R_A13Q_07,TCGA_AR_A5QN_01A_12R_A28M_07,TCGA_LL_A50Y_01A_11R_A266_07,TCGA_B6_A0I5_01A_11R_A034_07,TCGA_D8_A141_01A_11R_A115_07,TCGA_E2_A14Q_01A_11R_A12D_07,TCGA_B6_A0I8_01A_11R_A034_07,TCGA_AC_A3HN_01A_11R_A213_07,TCGA_A2_A04V_01A_21R_A034_07,TCGA_A2_A1FW_01A_11R_A13Q_07,TCGA_C8_A12U_01A_11R_A115_07,TCGA_EW_A1PC_01B_11R_A21T_07,TCGA_5T_A9QA_01A_11R_A41B_07,TCGA_AN_A0AJ_01A_11R_A00Z_07,TCGA_A2_A04R_01A_41R_A109_07,TCGA_AR_A0TV_01A_21R_A084_07,TCGA_A8_A09R_01A_11R_A00Z_07,TCGA_E2_A1L7_01A_11R_A144_07,TCGA_BH_A42T_01A_11R_A24H_07
BRINP1,-54.67886382850973,42.43007940864889,-39.34138490680843,56.44841593197724,-87.24902299096607,-33.71210829100151,12.97882811937993,-41.038831599742416,-21.866502185317316,-66.0251188095682,-32.107311494519465,-76.07114801822212,39.79788526809887,-120.4871378812158,-46.60906903461091,-41.62537842313635,-7.768260798379879,-61.829996210785026,-112.27260554844456,-14.365517886846762
BRIX1,-92.53983125404812,-120.38756053562552,-77.80040089785561,-65.05578685057984,-90.63006912409391,-115.04441596562631,-100.49961687569635,-83.12335900246191,-77.9704484516786,-83.95737082738347,-90.6791173268033,-100.08255903416281,-115.74933504720407,-109.35238786610438,-65.07316957440594,-81.22646729160554,-82.8150061871175,-86.70980657739614,-75.47836479254022,-62.737129644356735
BRMS1L,18.134439649727852,26.327909198908593,-15.66685386326461,194.53996357250583,27.293521452326416,-43.06865731858075,-74.0412755770257,-10.856465761012558,-74.02632396449684,-25.91725513909651,-22.068487300987112,-16.059606505848574,-199.89964889557805,-114.10703049090257,-12.369677557787401,-11.359210178210578,-75.15320841885338,39.00028584260881,-13.427663097587873,200.8893327822799
BRPF3,79.64091067432801,39.46800580049935,25.40379953899777,95.9074072840085,7.801575184206991,-52.53784672131226,24.956645578889255,17.733045630604423,40.006779928573145,31.03834034982007,156.66579034410893,58.819257206875626,68.23595197622681,37.398728134328735,29.037080895619845,12.25185637949187,19.787869668140807,33.9642970409709,19.903055183930668,54.12054605027345
BRS3,-116.64510382770374,-191.71166669788636,-41.749968702233744,67.56000304390018,-102.41023918249672,-139.23190287606624,-41.590930766010615,-65.82489900017134,-15.33481810582541,-30.690809266552805,229.8216767468787,-162.21938741182825,-42.873518897143605,90.19633000527067,-36.191126076646526,-47.410476249419204,-92.60151289647757,-82.16005444566738,-44.698661227187415,-112.82884596243849
BSPRY,-40.17199743063786,-88.93099131310673,-16.506222671276806,-194.85273133940035,-58.15231481489694,40.47941212627246,-17.074167330138316,-33.78785295291942,-43.84851520090695,-46.37062301204969,-259.61514831961586,-75.76532873918823,-34.79054155586196,-48.82311680880671,-57.4553686119197,-43.84638320905206,-20.032008124347193,-71.6634260308988,-38.871731086662955,25.43606718668666
BST1,27.120961177919142,-12.644916227361298,20.65834245938498,56.95251544567405,30.923444811911633,112.90466804181328,6.7708438235189305,-11.011073407571581,37.51450103224733,1.5941683588748308,-65.58947560886033,49.66741188222317,121.3319381292357,159.48935574636207,0.7548225114257714,20.659898752826066,11.192789031722116,18.629382184824664,14.010979828968026,26.31704058385458
BTAF1,30.22883013091779,120.81339097116671,8.865971011316269,62.90643519588029,-2.1909226488905698,67.55881536031922,28.924610410059437,8.167866482498155,10.402818110148505,-1.732025446377398,82.63455252591393,47.633591365508835,-57.42324924958768,-44.7500469353506,14.31126780318428,3.427108362566748,26.227048673720635,12.468287828934164,10.118736485663918,33.59037968370987
BTBD1,-38.78200761686916,141.87297174453295,-32.660006319738216,-69.44207694614077,-18.510312871876756,-29.909106781955884,-29.601285301037024,-32.88044983849451,-51.922459691362874,-31.535975140529366,4.502745831059874,-99.34824298305224,30.527163118815764,2.6802140969472115,-56.55165974908749,-29.20947481164339,-20.77409423986456,-17.755732570358163,-60.23701921380913,20.596899296298076
BTBD7,124.10193740205236,159.81894400405605,118.2971850167292,128.75906847863928,112.45415966233399,133.87437179230878,128.0033377444516,111.57334287844438,118.50446294463205,115.45697092695832,150.69973215594823,134.52771884755867,143.61382959112169,128.56274821766834,117.64385480559605,118.59247353268404,118.021658675081,120.45824571388636,118.59854503447704,123.35120556606526
BTK,-36.91852432705393,176.4999470799004,7.928410820823104,-108.45328598217226,56.02146001707473,147.65848519434977,-54.51395429586293,-14.5997932078557,49.611564309755884,23.16714173060536,-35.288396861750044,-18.344178892871376,127.20759854379733,216.1692816469536,-1.378835499633051,-8.141626515312309,-42.002744836458845,44.95774549617021,14.527232471285597,12.053379046394735
BTN2A1,-121.88134348697972,140.57133234396522,-13.220909377593387,100.74205390142465,75.04418599016402,58.797708901163034,-81.4283804355117,-24.950160863827215,0.19640009047065332,-17.480861132247014,58.3111996917887,66.78492107588403,-10.462145064966442,-81.51992693165482,-21.72362096864325,-14.433123562061873,-7.1251213120574795,4.085046415769707,-39.541734387481306,-150.06099970229167
BTN3A1,-56.19951058205761,93.02202921632494,0.8481092728108672,41.49376134038296,45.37151733866567,86.05009679446098,-16.590681538736597,-52.96054833514537,15.702767234843748,-1.69435378909699,12.358703915839072,-24.37333204656686,-13.811592350491376,0.6987862005640757,-7.46502341610012,-22.133411863241776,-37.05604647120225,18.260533890855758,-28.261399517393734,21.118248056839413
BTN3A3,-20.1377226213961,64.06244540301735,12.396152349835514,32.734143968858035,27.549479085831326,86.61774056306255,12.726507192309604,-12.058444514944702,26.786864866983514,14.030801049603358,25.108165552917345,11.398627252783278,39.8908687730984,66.19187466793038,9.99070047803384,-9.388464787879972,-31.79473295712124,31.01688451609664,-16.18316348095222,54.86578564934089
BTNL8,68.3654033964305,121.31518643111052,90.22315533262363,19.219704804805108,137.0530794572955,89.30672214011715,53.52321214707381,74.1022325971412,93.46034421952014,92.0706370263564,68.12430791379867,163.2069108038624,-30.803006875712143,-26.270230250992277,83.18583636054649,87.38445071039693,79.01353198605018,100.17663726068007,85.23441827373964,70.11325990859875
BUD23,-72.4180041296493,-53.2567003220457,-51.728771101169905,-124.107481796656,-65.00224898769518,-113.62859278608903,-33.88382636021451,-45.736184713747406,-71.17693791048666,-55.77866132681059,-142.12074846609045,-88.18092911152903,-92.15134075438367,-19.043733016704767,-59.14018710799156,-60.24059926602611,19.60894914153973,-69.94479101085054,-64.84225126693558,-15.011360390589664
BUD31,10.508506259518668,-45.022144293131696,7.734427479172214,-11.14958794768081,19.768111534448195,-36.00901949771436,74.746786193837,9.389488047953733,-10.143976709634156,25.656107423611303,-87.14692020600259,-34.77589053234853,-35.24038949491205,-12.149443793127226,12.23047319792532,17.967937754784508,39.63240517735371,-2.964181867397504,27.01260942672372,43.017079038614646
BVES,5.480868696394799,52.72246668638552,12.695918276766827,78.69728024137792,-0.13483505328027423,56.18116789604203,37.34377053731942,-4.802934482988115,16.208570029253217,-0.4067322045797548,10.240444284014831,45.66827688862242,2.577157993709402,179.49301148780768,6.461028963918708,10.823208822263396,12.918829972180083,15.780920320929162,8.065499324196589,29.915567190303932
BYSL,-78.02823355454194,-118.33610904144531,-70.47253706122449,-52.357767279282236,-73.92747602031737,-87.20492378485774,-95.05340438781457,-69.58694480473028,-71.44847006843743,-73.72737464452428,-83.22182294651776,-47.99210277559469,-61.299915598554904,-106.53251815447166,-68.14108172822824,-71.05580342445111,-73.94170932225937,-80.85623893774877,-67.75964191599729,-86.1576857865365
BZW1,-17.222379936821184,19.489454417233638,-34.02196228954626,22.078750954886154,-8.76483606796018,-89.0089166953938,-9.897232928350165,-43.14815670264316,-45.98633717677454,-33.266841158223514,-52.77546950229377,-104.91040514173213,40.94418890240101,-374.5956720397588,-21.107069602140193,-31.274769544458486,-12.595461456501713,-10.491259024308453,-34.93817745186832,47.13387186417454
C10orf88,-34.39760104470287,-73.96106836420363,-66.92058976000135,-39.46127267849587,1.9897365312302857,-136.02265701228785,-79.38766296299369,-49.00407146909507,-79.46336790657709,-53.01906447548809,110.30595323774021,-150.28591703141956,-127.15116131328665,-2.777850441513017,-52.40986145536785,-47.923081153264896,-23.562195124195643,-49.03662836194623,-50.831728942946974,-78.76919679971378
C10orf95,-6.468746188169306,-136.27793617358438,-12.009021040827196,12.250114698730394,-18.242678106379064,-111.46696674549729,-84.48142992512855,-66.30803496034098,-76.92659586687536,-57.69108410279821,-122.67514357573592,0.2597079673918006,-7.662170336022351,21.606007490048146,-57.20669253201175,-29.59451221913457,-76.33646958215003,-79.30061092819679,-49.702435063319506,-275.6784067555365
C11orf21,-72.92589198907554,19.301263765246993,-51.89781482894814,-127.06513003236996,-32.00100344614343,58.84791839665611,-62.605638583997944,-89.46948236043681,-20.60839099371183,-59.53927899639866,-134.27967934962587,-103.55390936350891,-31.102260590443322,147.5834345255185,-53.46882610499383,-55.1177274380206,-74.03079580080751,-42.012632337989494,-53.02171710431149,-132.23082521241562
C11orf58,38.2627133204994,23.48400925059175,10.411240861311706,39.42782060461424,45.25094287401094,-50.721131289306705,8.395659521643834,-9.565395709153059,-4.188329058160777,10.572717396517465,156.86776148503878,-164.1718092918942,86.11600219434189,-107.4327134739346,-16.769302416621407,5.446281274796025,41.51993390021168,-5.036641008831356,5.941242578310755,164.6255591098627
C12orf4,71.42395500483322,-23.51506629037549,-19.910578675205638,-11.321684029396879,139.88024536476584,42.31114246435033,-231.60737873484848,-24.272894283904797,-11.915349226414694,-37.744912249155334,164.74760517677277,-58.186443074856214,-34.3262459910778,-115.65065765122642,-23.728071388687756,-37.72013136243014,-32.186097512042714,43.831562111765194,-18.056098638155976,-119.56157048717063
C12orf57,-37.18605102657027,-81.82375229432088,-43.260046167808156,-126.04462374962579,-55.59473373107233,-109.52204419189917,-59.0883532961953,-38.72092401527325,-12.804317105505802,-34.42019118941634,-48.39056477127306,-43.05728321508542,110.65163304690373,-93.8455903851454,-4.813552861873149,-28.551630320171967,-40.10093836974807,-48.52276125130044,-33.40187014324551,-93.72665854395154
C14orf93,-26.74151894028107,-101.58004082134775,-17.818990323875443,-49.78835781584622,-14.889829380144054,-42.0524420091407,-32.77707045940023,-16.97151133067588,-21.24922683902217,-17.806456700907603,-38.5933477590962,-40.12855131879778,-66.89542767284581,-80.29165916904542,-6.88352450255084,-21.990420519800765,-15.091204932412069,-5.176628337955882,-14.623343607601413,-37.083946937576
C17orf75,-50.65099962114294,-66.09146581866328,-58.362872843988,-62.871573674738656,-26.998517626851275,-118.82650926822701,-98.13278747023645,-71.66083122731581,-73.25257684938393,-60.85555473951752,-15.276629591002724,-70.32732844800914,-154.15747240223175,-92.52281591429008,-53.795163820502836,-57.49571590022378,-68.89673673929889,-6.459218366077787,-42.01196598292422,-50.433848851876846
C19orf25,-47.06248611382299,-113.06589651154796,-37.74632858256045,-110.35892756298303,-39.703454751667586,-60.90527963507775,-41.895005076748205,-43.39352893104568,-25.03836624533121,-39.80941976299196,-62.08268598020147,-21.56077559057374,34.17355619126851,-78.70000862639084,-13.499353395764386,-42.63252710390008,-20.218366627737623,-41.97554290190318,-46.71728478117553,-97.81579096720222
C19orf44,-93.11667070452663,-119.8193431933752,-70.90393596063973,-71.57977572460942,-68.63309881468804,-45.9336081167912,-90.2485752500885,-74.81211651700046,-57.032696587253525,-71.65189837824155,-106.73133025362658,-3.733926010569104,-123.77667999458599,-163.2033804439412,-50.82137914356354,-70.59418193505873,-78.78014452021765,-77.17878798116773,-73.80532181937583,-94.44859611135884
C19orf53,-53.7443341129361,-98.19578773215278,-41.83890645642261,-66.01687411052043,2.8539488580013597,-74.95098480622495,-29.29901401977251,-42.13015888878892,-40.0154416060966,-32.23321749608123,-91.70163136525714,-50.41801158979489,-68.07914754378973,-33.85898245369009,-19.234249465173964,-39.81281261357592,-42.43868397330815,-43.69038949848805,-45.56731039401023,-69.2357930529278
C1GALT1,81.59532346010718,122.44847569715817,71.53506596994528,60.60587977699246,75.98733357666305,108.97371453115679,80.10545081921286,72.8356074370136,81.10251594331869,73.78151097953229,159.4954369677127,78.88460828453917,121.70282217727825,35.45775062055661,71.30248557610165,21.55935373762745,84.41514903116294,72.23164158580249,74.29525844131634,110.11479212234127
C1QBP,-27.802697146656435,-105.19961203291489,-44.44806847591228,-78.015406288678,-57.350783147901375,-42.9292597216969,-72.49573496874075,-46.0880245995435,-43.995249387959106,-48.19829869533823,-72.11402568594866,-65.08538248933026,-36.73628934800462,-119.64736052172816,-20.22635029539415,-42.63310196160681,-49.12012473581031,-47.9815784156673,-36.843667200632105,-10.825548570798585
C1QTNF3,-17.70537181054604,-102.77775086528288,-27.04434700304721,-47.074614038145974,-21.840164067915538,201.54724524177007,-47.47044877993875,-33.02500665839044,-7.476408044743567,-23.855731207652685,5.939294719266353,130.41523380559178,-29.021624023871208,84.12826571972833,-19.32918230821577,-12.640417112589862,-10.213262771291786,-5.452969680812712,-17.763737869712983,-68.48410049250865
C1orf109,-177.09333669038583,-19.152235407368185,-46.38198561887701,26.61674828821683,-45.01693357975283,-11.854208216627564,-105.0910180904603,-24.115494987266747,-106.02125507889764,-28.933373768234805,27.913191978766264,-155.69068599891582,3.6575946750850807,2.964598000207121,-40.472519350225504,-41.04154569171503,-105.28714861224408,-51.63256261773839,-59.84005048144472,105.68443086162091
C1orf112,43.23868043730062,-116.99173101678102,35.526639402903754,180.9674268945848,212.50571933967356,-53.93139582603523,52.74079954229134,35.450971873786266,10.357062398501222,32.99758260015027,11.567887771901816,30.38616821244413,-66.54972890055929,-56.187247462190584,43.01743018745142,63.94280076970676,34.63215158633888,50.65038220612977,34.38119803394523,-6.560797352552337
C1orf198,12.940370587399052,13.625270040726672,77.82055280244653,217.91249396239257,-21.933555769376945,131.70130954302778,42.582187565357884,50.21194217693195,14.37139589520848,46.12509633744239,-103.60595889363101,1.812699148098602,-3.930423177705954,-60.607849267345514,58.260647059509246,61.22338379224403,145.3055899259594,29.293340638024652,50.64057129714489,10.846672344609765
C1orf21,-13.954703046743575,-40.0256773244146,-35.34722858831645,-179.67590557762296,-101.97783506944216,-7.219816180295588,-18.27612325393902,-30.638320404543343,-29.41800624428854,-40.92547394823561,-138.72799562767887,-56.5698784496583,80.76520277116025,142.92823642442417,-38.593959692156986,-38.53427879700675,-38.401526037705494,-37.11348007005542,-46.00534789431231,-43.26547318220702
C1orf54,-36.65993039618525,15.608156506296407,10.560512610179275,-110.43156149737669,-12.590323822012538,51.57174614567088,-8.327052984199241,15.654246410978573,70.16581561498177,13.159323190905656,-143.10013762349163,0.4027712500562899,151.33828869566372,5.2530138841859415,5.432488111121231,13.753301600039055,65.42919071051882,27.32063430331044,12.709189285713862,-17.000882316697933
C20orf27,-72.05401980551073,-108.52851088828946,-65.03001168518215,-78.48220015882927,-65.81528682340031,-87.7044756516094,-80.62536877482944,-67.40690061987642,-62.25954827085781,-67.81611937246738,-60.09072492364443,-81.95515509108432,-92.1408665281983,-74.54437817336039,-65.33227333585346,-52.40029179780499,-48.580578967402474,-68.68695154374949,-55.12657943886663,-83.25355514345895
C22orf31,50.88383576142994,100.46685456998858,64.52957365798115,43.57851899466483,76.42493659605165,99.61824394226232,70.78344106324026,70.34923372562156,64.15280188509199,67.20150907312338,101.71588298044843,108.39458636533814,15.69629387249728,141.6821771585415,54.48517176262834,32.40763899833676,72.46920557026701,63.74245525197683,27.523350209744763,87.31544110006755
C2CD5,20.869854563833808,14.86099516957374,-25.435785790000605,43.47899128977217,8.136387186329312,-43.8548129126359,-64.27352187525443,-19.334266425079186,-25.375891346910123,-18.55347853294082,31.578948906469314,116.6703597238531,-257.1306606799204,-86.31934163343792,-8.540151873230448,-28.34375955119873,-69.56704958409577,-31.148289864506808,-26.67080314009472,-6.313024338503265
C2orf42,-17.637948821410262,-45.776356766290895,-28.5032270137961,-68.39815824307964,-31.440362627092007,60.76876855892859,-13.269811104780917,-24.130141395074123,-26.425780440120352,-27.040097674414696,-123.75833020049456,-23.786397689524566,-0.594405912818619,-145.01104050052015,-26.763514157207386,-23.046262703852694,-24.390205041314907,-33.1835053454988,35.037939810749,-86.82452063859185
C3orf14,39.112148064989555,17.354294454730482,0.6237020068736978,-66.84117873940644,-18.284606710578252,-36.4514589123056,-15.744285250484726,15.652811332229291,-36.25429398958706,-12.977407414935566,-148.48927582690663,-74.68994466128537,-125.6678847559106,-13.368914011954615,-19.055284185188498,-19.325976115214004,23.045288165222335,35.81409057039251,157.38116073160236,-9.784147119968424
C3orf18,29.90823791960807,-93.23064100205772,-3.5115198430647627,-116.00220953037426,-25.485996576616017,-11.528091434647607,55.35132934785747,6.793727843423837,18.689706930187622,1.7396024559039236,-162.39926125826605,70.50915597488421,-48.85961737029969,-11.047688583256727,33.13429608711806,-3.401088969252247,-23.487087216207065,31.683574286361004,25.686346369483484,45.53732963820071
C3orf52,-1.729214535758504,13.025994507899501,-42.62506297549217,125.98787895868917,-26.288505199172004,-92.43318734982975,-0.35829135718471683,-44.63526385520014,-149.20973448979453,-35.92853825427376,78.78247541436437,-94.42770633653024,-67.11921905640989,-142.2733451414772,-42.803582582815096,-58.51171632242119,-36.547727634603305,-34.21975275166374,-61.871901527984484,15.144496179912757
C5,122.18702424715914,140.93785027160467,74.58406656608106,88.32377074928945,89.62231688619222,92.83248776783593,109.4223058487008,-63.6795629397869,33.26804324314112,75.30524382962055,150.23847540784567,51.54520189581519,143.11791769040377,40.404383888258536,76.22124152068429,74.44494295269004,46.90437595704841,82.17216153104879,73.87432949515635,144.98445949861122
C5orf15,60.383567939443665,-25.243931668124976,-5.862346779423177,-21.50370911236236,52.53826557427053,-10.455356463233663,14.059455942699774,-21.887387553895948,20.902745146081262,-5.413724094388709,115.43684709071476,-32.900929382676715,91.15753935400826,46.26504545976272,-40.60153449724423,-9.074163283848607,-11.4507707779781,13.349487143669448,-13.983436335477535,0.8733125468266514
C5orf22,-32.92904560569294,-98.7318778346384,-63.92968274897097,43.18891449691703,-27.613102847619782,-127.52691292076966,-91.58569022171937,-85.19767291115382,-51.50603025744954,-61.50053856208297,-59.33630075777637,-25.13761010641268,-253.7986868567655,-46.25704623005517,-64.1650586298897,-56.53205155504971,-91.48503075080545,-35.12601532866138,-59.62547584878207,-26.85021488777386
C6,39.59714148609494,-11.702420022827408,31.084952369220474,-14.6650476110789,-7.895532101460336,52.05063635005005,39.10884120395766,31.28848347398092,46.987263015229,36.893144341416026,107.11758963450829,92.15973763236238,87.51145706904556,157.76578207191983,34.621083804296944,33.059825666954104,48.31733227183017,38.04879342267303,34.672480194943994,-47.51106204471866
C6orf118,-105.33468501015531,-172.09782506052076,-43.35531091069728,50.76760091903236,-125.9707836902278,62.42622709523843,-68.90390871897044,-41.82284359752189,-76.88442129952931,-60.40746705566265,-154.76394223313036,30.307926029730197,-89.17684744390797,-74.84815647180149,-8.875611824050987,-39.872099300754115,-56.14929117492801,-72.47712062898157,-22.996478960413285,-188.04373612401406
C6orf62,58.026002585716576,131.47670264237883,66.43614768566106,124.97607203150756,67.07520864428842,70.27510089384678,90.52700643754751,54.65088405366392,41.21912557711502,62.77583381176452,118.6834021889638,149.63642272013266,86.53314027888597,85.86163131889577,-50.263796874985964,65.69374523971231,70.54325573473446,58.29719323618036,37.894394031534844,100.34256647807499
C7,24.861827308934103,83.31961917930084,14.626073420808055,-12.960001492348622,19.214455070430517,33.12125700847701,39.64128458001449,29.104421712172975,24.90412192421166,28.989253953269703,63.399737490341394,44.85023187286327,67.4756050432752,115.17981821759207,20.72824102651119,26.76561906019517,29.162562353534703,15.018896757824809,25.490256770091126,-13.487424069746552
C8B,9.923246169145662,247.46864317055775,38.44985554951777,104.23870845773682,74.57653520727179,3.847771864177851,129.04999494719522,33.73544001515341,17.008444761694378,43.0751859037739,-4.465029318570725,-13.798602529751708,-80.1202204883272,123.71232849895043,56.503934814949815,47.73421134633596,20.264409243408018,78.46871811584826,46.12282706143144,97.84280851598027
C9,14.703956252719156,119.33209796937815,43.85169932181565,115.16651081242266,84.62931269078962,98.63310034645502,22.048921943390347,108.57196468147363,28.3870215913825,46.02675259232929,-8.009622344705246,21.45838526847281,-162.55822593046625,134.94602093114005,57.330472954434846,57.333343637922106,73.01652465678949,73.50584559362258,56.83478417596874,-0.6716035122819788
CA11,-74.59650673096802,-103.24247971699953,-73.83107506412694,-270.4012894066139,-78.471810695383,-132.8789958072163,-95.8862455685572,-89.71963452731696,-24.690276209176556,-66.75057408220796,-43.56768529586613,-69.16370766547122,-123.17634174751862,-8.460374729670205,-57.2033583518873,-68.01982625393163,-95.79824457967626,-49.7827043610764,-64.14078508660975,3.9732503137733275
CA12,20.947221627356612,8.549054695410675,-23.56529959578183,-80.33815214429329,-45.42929113274892,-18.377461520507104,-22.615127305309638,-21.44891960617979,-10.291075664561383,-26.98534695024485,-232.30871189006592,16.937544069532372,13.678887085635376,308.56680753341635,-30.398408014670526,-24.70412295442668,-68.38463127015152,-19.526171059775482,-31.171161463424877,-65.82528287735904
CA14,-13.60173559120492,-142.51983813534596,6.281845386240208,-84.82466007239593,52.984567652225024,-89.1837284945931,31.023953634464256,10.418659233592624,14.69460874483121,-37.462722536778344,321.550369464876,102.92131158434069,112.53988129236157,193.8348612748966,9.669383183747293,-0.5448240895077836,38.74048435776642,11.691959140958161,3.327360193890475,3.903243319260585
CA2,15.229473711247248,-63.03780155761258,-38.52985159754595,-8.960769707982159,-2.231649346515649,-103.90707684243985,5.289409771290058,-40.53877926701891,-19.438993011675684,-36.98508851315302,34.31548933361156,-27.89008456049312,21.339788318770687,-96.2391080966821,-33.36942911446962,-34.888569090449856,-19.43741541304309,-49.62174887117487,-39.20601578784041,24.226771117730912
CA9,-4.487707224851659,-106.96622522147871,-31.50683234496251,-91.89154792005857,-68.49055379170416,59.7512590759902,-72.87681034269494,-24.196575631697826,-56.106956762940825,-29.689899028741316,-125.59800718219853,52.535167637826135,3.3039455678748846,-43.71737005169636,-31.020540582450742,-25.39281422636028,11.962741070786866,-9.447376461378012,2.328494471254341,-43.35851934445015
CAAP1,90.75611973433551,28.40582776832449,15.612097527838712,-81.32208683338013,-38.04933020098478,92.23779181974409,82.44377282268789,-6.984373341427629,-33.06634697503842,1.964540225878232,5.720165461747891,56.88982285230659,-143.97253363545096,-204.01014958114732,13.794389675029123,18.939451609155554,119.09557806151898,-78.59040548490381,4.736795988831374,313.9974792170125
CAB39L,145.90860129426756,268.51384741475647,108.56981829312154,61.70267763917093,137.34211623465686,56.415520239466574,135.09792754896225,95.88622506528868,91.41076418160519,116.01851332005091,176.82209824519515,117.78861323196597,192.77053733482046,2.281377707556301,103.14836118361512,108.04250292343363,114.93002302268152,113.0978832359364,110.62765614375576,106.06863108794894
CABIN1,19.61230082172111,-22.51476879859164,-31.359131449996053,-78.68041147561851,-18.666288755939192,100.20967719614794,-30.167689958880917,-33.50833523465321,67.92782322106213,-24.85909068318174,-61.282403353216495,50.81605980534155,-12.533988298927824,-319.01073953512287,9.697163903199105,-14.23246583832832,-36.09388781106755,-29.45485085998582,-17.530211893869158,29.770027866206583
CABP7,-70.24513003450905,-120.49037206864087,-76.50470009728132,-104.35136056861664,-79.5004468468446,-120.44645641774764,-107.8287575713036,-76.64322334254939,-81.48383998813881,-78.39657209504811,-137.89477918408826,-69.46400178753997,-66.58451611699263,-121.65761166147834,-76.34605789423466,-76.15068586423212,-55.1672679564456,-78.79437785951097,53.58349001165044,-87.3828403675457
CACNA1F,-10.129317378947006,-77.93247198770109,-7.322523006424005,-92.92946319460532,-45.9030649038458,-88.28317772549086,-29.13666375487262,-18.45468813685848,-4.554301595502889,-23.662641955377087,-117.80665842081002,12.113192765078743,1.5466698540283277,-111.76512186377272,14.433446148253086,-25.156634581157583,-49.66277493616724,-53.4360015460913,-33.77791060562774,-84.61046606345981
CACNA1G,-27.48696669972409,-39.219462977652725,-38.81060795049123,-178.50851844496043,-7.148592026867958,-15.998925881879641,-44.640632081489905,-30.545925364730888,-3.18555391521767,-46.11991662990597,-73.26748037430806,43.33203468753236,-154.58553499666877,17.850074071131775,-35.83735616913007,-49.926404140316805,-13.857102828256824,-25.455917510398002,-43.67839867072601,-35.5560831560685
CACNA1I,-1.3028192098702172,-119.03772726946286,-36.51525836408888,-10.516165368437724,-61.30153665178789,-47.78038066080538,-1.7895139471544539,-9.384955514393388,-66.62389083359771,-34.3929514684307,-173.34619475658954,7.529672376513931,-43.79135496743292,-52.7062657113651,-7.506225035867758,-28.18754478320398,-50.676119924224174,-6.843735496738952,-32.348806883470324,-81.5355559545286
CACNA1S,-92.40201732559552,-131.41598467653844,-64.29882786265483,-151.75932656435802,-36.05086477613854,-71.34563022678296,-93.97295021271887,-76.15239729449246,-78.84432307085088,-67.22726821329972,-38.676203800856015,-62.72267131845067,-17.629937382685313,-91.53604318577419,-50.111764060117395,-65.05642043330377,-68.2805058679219,-66.42691332177085,-60.874034630623065,-80.7829004659109
CACNA2D2,3.0676097569489036,-130.07502032368134,-41.34636502009348,-65.52964791766424,19.2963039586649,-242.86459516825417,7.402035565778554,-33.69063485283821,-36.10513192202503,-37.72829570529117,9.783645698828177,13.440622377928987,-143.91186210053067,-46.51442095574335,-38.02938985332099,-42.52245083251621,-46.32265711882581,-21.003767632440514,-41.95510838762507,104.14741978994255
CACNB1,-70.59314098652786,-119.99813980447331,-65.02454447617957,-37.89618272567729,-46.64133468847624,-66.3163300536958,-88.73174219705268,-43.7568061493381,-62.464282353328784,-65.97272525345976,-146.4597718425353,-70.29982694744692,-95.52544698094508,-103.99338487011012,-44.43638639848908,-57.612437670760386,-70.90861804321246,-43.643058513752116,-65.95217995310523,-94.45137223355962
CACNG1,-95.75600383405089,-141.41457719120572,-48.54448504342592,-124.70224769277966,1.8606059597014548,-114.59416407014044,-68.50755327631867,25.593864701462216,-49.694996050437524,-32.15354276904454,-76.49167209435686,21.672409308812448,-40.27502717269697,73.07811850289674,-51.8664792940749,-23.835596275731962,-61.406726619261896,-24.3455329974999,-44.908017365748115,-109.72264192021159
CACNG3,-95.22571280395653,247.61205520619055,-39.72314296022762,9.493988608741095,-27.198511307688182,-103.68770419078832,11.688828432442305,-67.43417522039017,-83.45440053178537,-57.52401518753112,-126.38887203705872,-127.13226253847873,-8.379617717623391,11.648489742906426,-62.418086545614905,-57.6885626874254,-90.99475974713374,-72.20115095594888,-65.58895603922669,-0.685756549368981
CACNG4,-79.64936788145052,-216.7891083948602,-86.97242171877035,-76.34533945916661,-65.13966270800827,-169.21603521771058,-89.53484480794403,-46.22922586835791,-77.24148283385634,-66.57713386597545,6.936205040031092,-96.026409762628,-23.24655443791841,-12.109001239837472,-77.40349263026438,-47.85468049572881,-40.20902152990025,-47.78567034408579,-76.28383183966012,-176.81985218778863
CACNG5,-38.7344296965044,-83.95539695055335,11.382594823554372,96.41833751651677,57.892596781055005,155.31751659668507,-32.06525406027337,30.763478069923117,39.882811823702454,11.96204833855709,34.52112116490714,91.4942197358981,99.15601733311756,125.44672988543803,17.173379260881976,31.683368805020347,-87.61393421211372,89.79480660855877,-0.8541157194980755,0.13688379568200837
CACTIN,-88.655350341372,-137.83626431083792,-65.3672396707361,-95.59677127520006,-75.16362704228594,-91.23147410403853,-86.1777931585409,-77.03463751557194,-61.276057698270144,-77.61860478041271,-119.69039613673846,-40.21081309903935,-61.243154037171976,-121.64252267305761,-79.11388636904958,-77.7122998095862,-79.14702164997948,-76.31441420863945,-75.06112062418315,-84.83493293041207
